File type	File format type	Output type	File assembly	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications gene targets	Experiment target	Library made from	Experiment date released	Project	File download URL
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens	NA	NA	NA	NA	FOS-human	DNA	2011-10-29	ENCODE	https://www.encodeproject.org/files/ENCFF494YNM/@@download/ENCFF494YNM.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	ELF1-human	DNA	2011-07-18	ENCODE	https://www.encodeproject.org/files/ENCFF146SYU/@@download/ENCFF146SYU.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	STAT3-human	DNA	2011-10-29	ENCODE	https://www.encodeproject.org/files/ENCFF029PAA/@@download/ENCFF029PAA.bed.gz
bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	CRISPR	insertion	NA	MAZ-human	DNA	2020-08-03	ENCODE	https://www.encodeproject.org/files/ENCFF389FLV/@@download/ENCFF389FLV.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	EFO:0009495	C803	cell line	Homo sapiens	NA	NA	NA	NA	NA	DNA	2012-08-28	ENCODE	https://www.encodeproject.org/files/ENCFF197UWV/@@download/ENCFF197UWV.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell	primary cell	Homo sapiens	NA	NA	NA	NA	H3K4me3-human	DNA	2021-06-24	ENCODE	https://www.encodeproject.org/files/ENCFF876WRD/@@download/ENCFF876WRD.bed.gz
bed	narrowPeak	peaks	hg19	DNase-seq	EFO:0004905	iPSC	cell line	Homo sapiens	NA	NA	NA	NA	NA	DNA	2011-04-19	ENCODE	https://www.encodeproject.org/files/ENCFF001SPB/@@download/ENCFF001SPB.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0006710	OCI-LY3	cell line	Homo sapiens	NA	NA	NA	NA	CTCF-human	DNA	2014-07-11	ENCODE	https://www.encodeproject.org/files/ENCFF787BQX/@@download/ENCFF787BQX.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	CL:0002551	fibroblast of dermis	primary cell	Homo sapiens	NA	NA	NA	NA	H3K9ac-human	DNA	2011-02-10	ENCODE	https://www.encodeproject.org/files/ENCFF298CAM/@@download/ENCFF298CAM.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	CL:0000623	natural killer cell	primary cell	Homo sapiens	NA	NA	NA	NA	H3K4me3-human	DNA	2022-03-28	ENCODE	https://www.encodeproject.org/files/ENCFF853WON/@@download/ENCFF853WON.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	NA	NA	NA	H3K27me3-human	DNA	2012-08-06	ENCODE	https://www.encodeproject.org/files/ENCFF522WJJ/@@download/ENCFF522WJJ.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	NA	NA	NA	H3K4me1-human	DNA	2012-08-06	ENCODE	https://www.encodeproject.org/files/ENCFF344DAB/@@download/ENCFF344DAB.bed.gz
bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	CRISPR	insertion	NA	ETV6-human	DNA	2020-07-09	ENCODE	https://www.encodeproject.org/files/ENCFF387KML/@@download/ENCFF387KML.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	ethanol	NA	NA	NA	ATF3-human	DNA	2012-02-29	ENCODE	https://www.encodeproject.org/files/ENCFF946JXX/@@download/ENCFF946JXX.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens	NA	NA	NA	NA	CTCF-human	DNA	2018-12-14	ENCODE	https://www.encodeproject.org/files/ENCFF202OSU/@@download/ENCFF202OSU.bed.gz
bed	narrowPeak	IDR thresholded peaks	dm6	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster	NA	site-specific recombination	insertion	NA	Dref-dmelanogaster	DNA	2022-11-01	modERN	https://www.encodeproject.org/files/ENCFF393OSG/@@download/ENCFF393OSG.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	CL:0002372	myotube	in vitro differentiated cells	Homo sapiens	NA	NA	NA	NA	H2AFZ-human	DNA	2011-02-10	ENCODE	https://www.encodeproject.org/files/ENCFF864SQB/@@download/ENCFF864SQB.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens	NA	NA	NA	NA	CTCF-human	DNA	2016-12-13	ENCODE	https://www.encodeproject.org/files/ENCFF969MVE/@@download/ENCFF969MVE.bed.gz
bed	narrowPeak	peaks	mm10	DNase-seq	EFO:0005481	Patski	cell line	Mus musculus	NA	NA	NA	NA	NA	DNA	2011-07-01	ENCODE	https://www.encodeproject.org/files/ENCFF035TKQ/@@download/ENCFF035TKQ.bed.gz
bed	narrowPeak	IDR thresholded peaks	dm6	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster	NA	site-specific recombination	insertion	NA	toy-dmelanogaster	DNA	2022-11-01	modERN	https://www.encodeproject.org/files/ENCFF954GVA/@@download/ENCFF954GVA.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	UBERON:0002113	kidney	tissue	Homo sapiens	NA	NA	NA	NA	CTCF-human	DNA	2012-08-27	ENCODE	https://www.encodeproject.org/files/ENCFF498EED/@@download/ENCFF498EED.bed.gz
bed	narrowPeak	peaks	mm10	DNase-seq	UBERON:0002106	spleen	tissue	Mus musculus	NA	NA	NA	NA	NA	DNA	2022-04-07	ENCODE	https://www.encodeproject.org/files/ENCFF038ZLI/@@download/ENCFF038ZLI.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	PML-human	DNA	2012-02-29	ENCODE	https://www.encodeproject.org/files/ENCFF242KVU/@@download/ENCFF242KVU.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0036149	suprapubic skin	tissue	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2019-09-11	ENCODE	https://www.encodeproject.org/files/ENCFF398EEO/@@download/ENCFF398EEO.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	NA	NA	NA	POLR2A-human	DNA	2011-07-18	ENCODE	https://www.encodeproject.org/files/ENCFF159PYD/@@download/ENCFF159PYD.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens	NA	NA	NA	NA	NFYB-human	DNA	2011-10-29	ENCODE	https://www.encodeproject.org/files/ENCFF191KVV/@@download/ENCFF191KVV.bed.gz
bed	narrowPeak	IDR thresholded peaks	mm10	TF ChIP-seq	EFO:0005233	CH12.LX	cell line	Mus musculus	NA	NA	NA	NA	CHD2-mouse	DNA	2011-09-19	ENCODE	https://www.encodeproject.org/files/ENCFF179IXS/@@download/ENCFF179IXS.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	CRISPR	insertion	NA	RXRA-human	DNA	2020-08-14	ENCODE	https://www.encodeproject.org/files/ENCFF328SRN/@@download/ENCFF328SRN.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	CL:0002551	fibroblast of dermis	primary cell	Homo sapiens	NA	NA	NA	NA	EZH2-human	DNA	2012-03-06	ENCODE	https://www.encodeproject.org/files/ENCFF572QID/@@download/ENCFF572QID.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	FOSL1-human	DNA	2011-07-18	ENCODE	https://www.encodeproject.org/files/ENCFF004HXL/@@download/ENCFF004HXL.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	NA	CRISPR	insertion	NA	RARB-human	DNA	2021-05-18	ENCODE	https://www.encodeproject.org/files/ENCFF201DBE/@@download/ENCFF201DBE.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	DNA	2022-01-26	ENCODE	https://www.encodeproject.org/files/ENCFF928NLF/@@download/ENCFF928NLF.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002824	HCT116	cell line	Homo sapiens	NA	NA	NA	NA	ZBTB33-human	DNA	2011-07-18	ENCODE	https://www.encodeproject.org/files/ENCFF141RIH/@@download/ENCFF141RIH.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	UBERON:0036149	suprapubic skin	tissue	Homo sapiens	NA	NA	NA	NA	POLR2AphosphoS5-human	DNA	2017-10-31	ENCODE	https://www.encodeproject.org/files/ENCFF190ASU/@@download/ENCFF190ASU.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	CL:0000765	erythroblast	primary cell	Homo sapiens	NA	NA	NA	NA	GATA1-human	DNA	2011-10-29	ENCODE	https://www.encodeproject.org/files/ENCFF802VPT/@@download/ENCFF802VPT.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens	NA	NA	NA	NA	CTCF-human	DNA	2021-07-23	ENCODE	https://www.encodeproject.org/files/ENCFF422EHF/@@download/ENCFF422EHF.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	CL:0000896	activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	Interleukin-2, anti-CD3 and anti-CD28 coated beads	NA	NA	NA	NA	DNA	2022-03-01	ENCODE	https://www.encodeproject.org/files/ENCFF849QFO/@@download/ENCFF849QFO.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	EFO:0002798	NB4	cell line	Homo sapiens	NA	NA	NA	NA	H3K4me3-human	DNA	2011-02-11	ENCODE	https://www.encodeproject.org/files/ENCFF527YWO/@@download/ENCFF527YWO.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	NA	NA	NA	CEBPZ-human	DNA	2012-05-14	ENCODE	https://www.encodeproject.org/files/ENCFF250DNU/@@download/ENCFF250DNU.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0003072	SK-N-SH	cell line	Homo sapiens	NA	NA	NA	NA	FOSL2-human	DNA	2012-09-10	ENCODE	https://www.encodeproject.org/files/ENCFF209EPG/@@download/ENCFF209EPG.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	CL:0000312	keratinocyte	primary cell	Homo sapiens	NA	NA	NA	NA	EZH2-human	DNA	2012-03-06	ENCODE	https://www.encodeproject.org/files/ENCFF912WHK/@@download/ENCFF912WHK.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	ZBTB7A-human	DNA	2011-07-18	ENCODE	https://www.encodeproject.org/files/ENCFF346AOR/@@download/ENCFF346AOR.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	CRISPR	insertion	NA	TEAD4-human	DNA	2022-01-13	ENCODE	https://www.encodeproject.org/files/ENCFF303CVC/@@download/ENCFF303CVC.bed.gz
bed	narrowPeak	replicated peaks	GRCh38	Histone ChIP-seq	CLO:0021754	AG09319	cell line	Homo sapiens	NA	NA	NA	NA	H3K4me3-human	DNA	2011-02-11	ENCODE	https://www.encodeproject.org/files/ENCFF643VVG/@@download/ENCFF643VVG.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	NA	NA	NA	MNT-human	DNA	2016-07-28	ENCODE	https://www.encodeproject.org/files/ENCFF257JVF/@@download/ENCFF257JVF.bed.gz
bed	narrowPeak	peaks	mm10	DNase-seq	EFO:0007069	3134	cell line	Mus musculus	NA	NA	NA	NA	NA	DNA	2011-07-01	ENCODE	https://www.encodeproject.org/files/ENCFF270QUK/@@download/ENCFF270QUK.bed.gz
bed	narrowPeak	peaks	mm10	DNase-seq	NTR:0000647	right cerebral cortex	tissue	Mus musculus	NA	NA	NA	NA	NA	DNA	2022-04-07	ENCODE	https://www.encodeproject.org/files/ENCFF449GCA/@@download/ENCFF449GCA.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	SP1-human	DNA	2014-07-07	ENCODE	https://www.encodeproject.org/files/ENCFF553GPK/@@download/ENCFF553GPK.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	MYC-human	DNA	2011-03-17	ENCODE	https://www.encodeproject.org/files/ENCFF214XPD/@@download/ENCFF214XPD.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	EFO:0002824	HCT116	cell line	Homo sapiens	NA	NA	NA	NA	NA	DNA	2010-12-16	ENCODE	https://www.encodeproject.org/files/ENCFF240LRP/@@download/ENCFF240LRP.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	CL:0000788	naive B cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	DNA	2022-02-25	ENCODE	https://www.encodeproject.org/files/ENCFF214BTG/@@download/ENCFF214BTG.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	EFO:0005384	HuH-7	cell line	Homo sapiens	NA	NA	NA	NA	NA	DNA	2011-04-19	ENCODE	https://www.encodeproject.org/files/ENCFF920PDE/@@download/ENCFF920PDE.bed.gz
bed	narrowPeak	IDR thresholded peaks	mm10	TF ChIP-seq	EFO:0003971	MEL	cell line	Mus musculus	NA	NA	NA	NA	RAD21-mouse	DNA	2011-02-07	ENCODE	https://www.encodeproject.org/files/ENCFF340IBL/@@download/ENCFF340IBL.bed.gz
bed	narrowPeak	IDR thresholded peaks	ce11	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Caenorhabditis elegans	NA	NA	insertion	NA	cebp-2-celegans	DNA	2022-11-01	modERN	https://www.encodeproject.org/files/ENCFF183IYU/@@download/ENCFF183IYU.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2019-11-08	ENCODE	https://www.encodeproject.org/files/ENCFF274XSP/@@download/ENCFF274XSP.bed.gz
bed	narrowPeak	peaks	mm10	DNase-seq	EFO:0005233	CH12.LX	cell line	Mus musculus	NA	NA	NA	NA	NA	DNA	2013-05-16	ENCODE	https://www.encodeproject.org/files/ENCFF855RCO/@@download/ENCFF855RCO.bed.gz
bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	NA	NA	NA	EZH2-human	DNA	2012-03-06	ENCODE	https://www.encodeproject.org/files/ENCFF521AKL/@@download/ENCFF521AKL.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens	NA	NA	NA	NA	HCFC1-human	DNA	2012-08-20	ENCODE	https://www.encodeproject.org/files/ENCFF094AXB/@@download/ENCFF094AXB.bed.gz
bed	narrowPeak	peaks	mm10	DNase-seq	CL:0000902	induced T-regulatory cell	primary cell	Mus musculus	NA	NA	NA	NA	NA	DNA	2012-09-07	ENCODE	https://www.encodeproject.org/files/ENCFF566TDU/@@download/ENCFF566TDU.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens	NA	NA	NA	NA	NA	DNA	2022-06-07	ENCODE	https://www.encodeproject.org/files/ENCFF087SET/@@download/ENCFF087SET.bed.gz
bed	narrowPeak	IDR thresholded peaks	dm6	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster	NA	site-specific recombination	insertion	NA	Drgx-dmelanogaster	DNA	2022-11-01	modERN	https://www.encodeproject.org/files/ENCFF200VRC/@@download/ENCFF200VRC.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens	NA	NA	NA	NA	H3K79me2-human	DNA	2012-03-06	ENCODE	https://www.encodeproject.org/files/ENCFF745LDQ/@@download/ENCFF745LDQ.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2016-11-10	ENCODE	https://www.encodeproject.org/files/ENCFF200VYQ/@@download/ENCFF200VYQ.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens	NA	NA	NA	NA	H3K4me1-human	DNA	2019-08-01	ENCODE	https://www.encodeproject.org/files/ENCFF892HBS/@@download/ENCFF892HBS.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens	NA	NA	NA	NA	H3K36me3-human	DNA	2016-11-03	ENCODE	https://www.encodeproject.org/files/ENCFF294NNK/@@download/ENCFF294NNK.bed.gz
bed	narrowPeak	peaks	hg19	FAIRE-seq	UBERON:0001155	colon	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2012-09-19	ENCODE	https://www.encodeproject.org/files/ENCFF001UYA/@@download/ENCFF001UYA.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	EP300-human	DNA	2011-10-29	ENCODE	https://www.encodeproject.org/files/ENCFF926AKK/@@download/ENCFF926AKK.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens	NA	NA	NA	NA	H3K4me3-human	DNA	2017-01-27	ENCODE	https://www.encodeproject.org/files/ENCFF045ZYD/@@download/ENCFF045ZYD.bed.gz
bed	narrowPeak	replicated peaks	mm10	Histone ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus	NA	NA	NA	NA	H3K4me1-mouse	DNA	2012-03-28	ENCODE	https://www.encodeproject.org/files/ENCFF003ZHW/@@download/ENCFF003ZHW.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001182	HEK293	cell line	Homo sapiens	NA	NA	NA	NA	TRIM28-human	DNA	2011-10-29	ENCODE	https://www.encodeproject.org/files/ENCFF032VPU/@@download/ENCFF032VPU.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	CL:0000312	keratinocyte	primary cell	Homo sapiens	NA	NA	NA	NA	H3K9me1-human	DNA	2011-02-10	ENCODE	https://www.encodeproject.org/files/ENCFF062TKV/@@download/ENCFF062TKV.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	CL:0000863	inflammatory macrophage	primary cell	Homo sapiens	NA	NA	NA	NA	NA	DNA	2022-06-07	ENCODE	https://www.encodeproject.org/files/ENCFF580ICE/@@download/ENCFF580ICE.bed.gz
bed	narrowPeak	IDR thresholded peaks	mm10	TF ChIP-seq	EFO:0005233	CH12.LX	cell line	Mus musculus	NA	NA	NA	NA	ZKSCAN1-mouse	DNA	2012-06-15	ENCODE	https://www.encodeproject.org/files/ENCFF366CVB/@@download/ENCFF366CVB.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	CL:0002372	myotube	in vitro differentiated cells	Homo sapiens	NA	NA	NA	NA	H3K9me3-human	DNA	2012-03-06	ENCODE	https://www.encodeproject.org/files/ENCFF730FSD/@@download/ENCFF730FSD.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	NA	NA	NA	RCOR1-human	DNA	2012-05-14	ENCODE	https://www.encodeproject.org/files/ENCFF022KBD/@@download/ENCFF022KBD.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	NA	NA	NA	FOXA1-human	DNA	2012-02-29	ENCODE	https://www.encodeproject.org/files/ENCFF828WWJ/@@download/ENCFF828WWJ.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	RAD21-human	DNA	2011-10-29	ENCODE	https://www.encodeproject.org/files/ENCFF258VXX/@@download/ENCFF258VXX.bed.gz
bed	narrowPeak	IDR thresholded peaks	mm10	TF ChIP-seq	EFO:0003971	MEL	cell line	Mus musculus	NA	NA	NA	NA	BHLHE40-mouse	DNA	2012-08-16	ENCODE	https://www.encodeproject.org/files/ENCFF037XFF/@@download/ENCFF037XFF.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0000996	vagina	tissue	Homo sapiens	NA	NA	NA	NA	H3K36me3-human	DNA	2019-08-01	ENCODE	https://www.encodeproject.org/files/ENCFF823VSG/@@download/ENCFF823VSG.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0003072	SK-N-SH	cell line	Homo sapiens	NA	NA	NA	NA	RAD21-human	DNA	2012-08-20	ENCODE	https://www.encodeproject.org/files/ENCFF051ZRW/@@download/ENCFF051ZRW.bed.gz
bed	narrowPeak	replicated peaks	GRCh38	Histone ChIP-seq	CL:0002548	cardiac fibroblast	primary cell	Homo sapiens	NA	NA	NA	NA	H3K4me3-human	DNA	2011-02-11	ENCODE	https://www.encodeproject.org/files/ENCFF532VDS/@@download/ENCFF532VDS.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	ethanol	NA	NA	NA	USF1-human	DNA	2011-07-18	ENCODE	https://www.encodeproject.org/files/ENCFF859YMW/@@download/ENCFF859YMW.bed.gz
bed	narrowPeak	IDR thresholded peaks	dm6	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster	NA	site-specific recombination	insertion	NA	slbo-dmelanogaster	DNA	2022-11-01	modERN	https://www.encodeproject.org/files/ENCFF483SZJ/@@download/ENCFF483SZJ.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	CL:0002553	fibroblast of lung	primary cell	Homo sapiens	NA	NA	NA	NA	H3K4me2-human	DNA	2011-02-10	ENCODE	https://www.encodeproject.org/files/ENCFF502RHX/@@download/ENCFF502RHX.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	NA	NA	NA	NA	RAD21-human	DNA	2012-05-14	ENCODE	https://www.encodeproject.org/files/ENCFF951YPL/@@download/ENCFF951YPL.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2021-09-21	ENCODE	https://www.encodeproject.org/files/ENCFF045ADI/@@download/ENCFF045ADI.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens	NA	NA	NA	NA	CHD2-human	DNA	2012-05-14	ENCODE	https://www.encodeproject.org/files/ENCFF726GBF/@@download/ENCFF726GBF.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0009747	WTC11	cell line	Homo sapiens	NA	CRISPR	insertion	NA	ZSCAN18-human	DNA	2022-03-07	ENCODE	https://www.encodeproject.org/files/ENCFF969PVK/@@download/ENCFF969PVK.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	CL:0002372	myotube	in vitro differentiated cells	Homo sapiens	NA	NA	NA	NA	H3K9ac-human	DNA	2011-02-10	ENCODE	https://www.encodeproject.org/files/ENCFF036BRF/@@download/ENCFF036BRF.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	WRNIP1-human	DNA	2011-10-29	ENCODE	https://www.encodeproject.org/files/ENCFF855UKX/@@download/ENCFF855UKX.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2021-01-11	ENCODE	https://www.encodeproject.org/files/ENCFF221IWR/@@download/ENCFF221IWR.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	CL:0000746	cardiac muscle cell	in vitro differentiated cells	Homo sapiens	Activin A, Fibroblast growth factor 2, Bone morphogenetic protein 4	NA	NA	NA	H3K4me3-human	DNA	2012-02-16	ENCODE	https://www.encodeproject.org/files/ENCFF460DON/@@download/ENCFF460DON.bed.gz
bed	narrowPeak	IDR thresholded peaks	mm10	TF ChIP-seq	EFO:0007075	ES-E14	cell line	Mus musculus	NA	NA	NA	NA	HCFC1-mouse	DNA	2012-08-16	ENCODE	https://www.encodeproject.org/files/ENCFF058DYG/@@download/ENCFF058DYG.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002824	HCT116	cell line	Homo sapiens	NA	NA	NA	NA	TCF7L2-human	DNA	2011-10-29	ENCODE	https://www.encodeproject.org/files/ENCFF845TYG/@@download/ENCFF845TYG.bed.gz
bed	narrowPeak	IDR thresholded peaks	mm10	TF ChIP-seq	EFO:0003971	MEL	cell line	Mus musculus	NA	NA	NA	NA	CTCF-mouse	DNA	2012-04-13	ENCODE	https://www.encodeproject.org/files/ENCFF142CNG/@@download/ENCFF142CNG.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	NA	NA	NA	NA	CEBPB-human	DNA	2012-09-10	ENCODE	https://www.encodeproject.org/files/ENCFF894YJQ/@@download/ENCFF894YJQ.bed.gz
